ParkName,State,partySize,RateType,Equipment
The Islands,NS ,2,Senior,LT20ft
Graves Island,NS ,6,Full,LT20ft
Battery,ON ,5,Full,ST
Rissers Beach,NS ,4,Full,ST
Cape Chignecto,NS ,2,Full,ST
Mira River,NS ,2,Full,LT20ft
Five Islands,NS ,5,Full,ST
Salsman,NS ,1,Full,ST
Mira River,NS ,3,Full,LT20ft
Caribou Munroes,ON ,2,Senior,LT20ft
Whycocomagh,NS ,3,Full,Tents
Amherst Shore,NS ,2,Full,ST
Mira River,NS ,4,Full,LT30ft
Caribou Munroes,NS ,5,Full,LT30ft
Dollar Lake,NS ,4,Full,Tents
Blomidon,NS ,5,Full,ST
Blomidon,NS ,4,Full,LT30ft
Porters Lake,NS ,3,Full,ST
Graves Island,NS ,1,Full,ST
Porters Lake,NS ,2,Full,LT20ft
Battery,NS ,2,Full,ST
Smileys,NS ,2,Senior,LT30ft
Mira River,NS ,2,Senior,LT30ft
Rissers Beach,BC ,2,Full,ST
Caribou Munroes,NS ,4,Full,LT20ft
Salsman,NS ,4,Full,Tents
Caribou Munroes,NS ,1,Full,LT20ft
Laurie,NS ,2,Full,ST
Rissers Beach,NS ,4,Full,LT40ft
Laurie,NS ,4,Full,Tents
Salsman,NS ,2,Senior,LT20ft
Mira River,NS ,2,Full,ST
Five Islands,QC ,4,Full,ST
Rissers Beach,NS ,5,Full,LT40ft
Rissers Beach,NS ,2,Full,ST
Porters Lake,NS ,2,Full,LT30ft
Ellenwood Lake,NS ,5,Full,ST
Rissers Beach,NS ,4,Full,Tents
Cape Chignecto,NS ,2,Full,ST
Whycocomagh,NS ,3,Full,LT20ft
Mira River,NS ,2,Full,ST
Caribou Munroes,NS ,4,Full,ST
Mira River,NS ,2,Senior,LT40ft
Thomas Raddall,NS ,4,Full,LT20ft
Caribou Munroes,NS ,1,Full,LT20ft
Battery,ON ,3,Full,Tents
Dollar Lake,NS ,2,Full,ST
Rissers Beach,NS ,4,Full,LT20ft
Porters Lake,ON ,2,Senior,LT30ft
Rissers Beach,NS ,2,Senior,LT20ft
Rissers Beach,QC ,4,Full,LT20ft
Smileys,NS ,3,Full,ST
Porters Lake,NS ,2,Full,LT40ft
Amherst Shore,QC ,2,Full,ST
Blomidon,NS ,2,Full,ST
Rissers Beach,NS ,3,Full,LT30ft
Graves Island,NS ,3,Full,ST
Caribou Munroes,NS ,2,Senior,LT30ft
Graves Island,NL ,2,Full,ST
Smileys,NS ,2,Full,ST
Blomidon,NS ,3,Full,ST
Laurie,ON ,1,Full,ST
Caribou Munroes,NS ,3,Full,ST
Graves Island,NS ,2,Senior,LT40ft
Porters Lake,NS ,2,Senior,LT30ft
Blomidon,NS ,4,Full,ST
Battery,NS ,2,Full,ST
Five Islands,NS ,2,Full,LT30ft
Blomidon,NS ,2,Full,LT20ft
Mira River,ON ,4,Full,ST
The Islands,NS ,5,Full,ST
Caribou Munroes,NS ,6,Full,LT30ft
Caribou Munroes,NS ,3,Full,Tents
Salsman,NS ,3,Full,LT30ft
Graves Island,NS ,4,Full,LT40ft
Whycocomagh,NS ,2,Full,Tents
Graves Island,QC ,4,Full,LT20ft
Porters Lake,NS ,4,Full,LT20ft
Rissers Beach,NS ,2,Senior,LT20ft
Mira River,NS ,2,Senior,ST
The Islands,NS ,2,Full,LT20ft
Porters Lake,NS ,4,Full,LT30ft
Smileys,NS ,4,Full,LT20ft
Laurie,QC ,6,Full,Tents
Graves Island,PE ,3,Full,LT20ft
Laurie,BC ,3,Full,Tents
Whycocomagh,NS ,3,Full,LT30ft
Blomidon,NS ,2,Full,LT40ft
Mira River,NS ,3,Senior,LT20ft
Smileys,NS ,3,Full,LT20ft
Battery,ON ,2,Full,ST
Rissers Beach,NS ,3,Full,LT30ft
Cape Chignecto,NB ,2,Full,ST
Blomidon,NS ,2,Full,ST
Caribou Munroes,ON ,2,Full,LT30ft
Rissers Beach,NS ,1,Full,ST
Graves Island,BC ,2,Full,LT20ft
Dollar Lake,NS ,2,Full,ST
Caribou Munroes,QC ,3,Full,LT20ft
Smileys,NS ,2,Senior,LT20ft
Dollar Lake,NS ,3,Full,ST
Graves Island,NS ,2,Senior,LT30ft
Mira River,NS ,6,Full,ST
Mira River,QC ,2,Full,ST
Rissers Beach,NS ,3,Full,ST
Battery,NS ,5,Full,ST
Dollar Lake,NS ,6,Full,ST
Graves Island,ON ,2,Senior,LT40ft
Laurie,NS ,2,Full,ST
Blomidon,NS ,2,Full,Tents
Rissers Beach,NS ,3,Full,ST
Salsman,NS ,2,Full,Tents
Graves Island,NS ,2,Full,LT30ft
Graves Island,NS ,4,Full,ST
Five Islands,QC ,2,Senior,LT20ft
Mira River,ON ,2,Full,LT20ft
Amherst Shore,NB ,2,Full,ST
Battery,NS ,1,Full,ST
Ellenwood Lake,NS ,5,Senior,Tents
Dollar Lake,NS ,4,Full,ST
Porters Lake,NS ,1,Full,ST
Laurie,NS ,4,Full,ST
Mira River,NS ,2,Senior,LT40ft
Rissers Beach,QC ,4,Full,ST
Caribou Munroes,NS ,4,Full,ST
Battery,NS ,2,Full,LT20ft
Dollar Lake,NS ,5,Full,LT30ft
Rissers Beach,NS ,2,Full,LT40ft
Rissers Beach,NB ,1,Full,ST
Five Islands,NS ,4,Full,ST
Thomas Raddall,NS ,2,Full,ST
Graves Island,NB ,5,Full,Tents
Rissers Beach,NS ,4,Full,LT30ft
Cape Chignecto,NS ,1,Full,ST
Five Islands,NS ,4,Full,ST
Caribou Munroes,ON ,1,Full,ST
Mira River,NS ,3,Full,ST
Graves Island,ON ,7,Full,ST
Graves Island,NS ,2,Full,ST
Five Islands,NS ,3,Full,ST
Amherst Shore,NS ,2,Full,LT20ft
Rissers Beach,NS ,5,Full,Tents
Dollar Lake,NS ,4,Full,ST
Five Islands,NS ,3,Full,ST
Porters Lake,NS ,4,Full,LT30ft
Caribou Munroes,ON ,4,Full,LT30ft
Graves Island,NS ,4,Full,ST
Graves Island,NS ,4,Full,LT30ft
Rissers Beach,ON ,4,Full,ST
Caribou Munroes,NS ,4,Full,LT20ft
Salsman,NS ,2,Senior,LT30ft
Five Islands,NS ,5,Full,ST
Ellenwood Lake,NS ,2,Full,ST
Graves Island,NS ,2,Full,LT40ft
Cape Chignecto,NB ,2,Full,ST
Rissers Beach,NS ,2,Full,LT20ft
Thomas Raddall,NS ,2,Full,ST
Rissers Beach,NS ,2,Full,LT30ft
Valleyview,NB ,2,Senior,ST
Rissers Beach,ON ,3,Full,LT30ft
Battery,ON ,2,Senior,LT30ft
Thomas Raddall,NS ,4,Full,ST
Battery,NS ,2,Full,ST
Blomidon,NS ,2,Full,ST
Rissers Beach,NS ,4,Full,LT30ft
Five Islands,NS ,5,Full,ST
Dollar Lake,NS ,2,Full,LT20ft
Blomidon,NS ,5,Full,ST
Blomidon,NS ,3,Full,LT30ft
Rissers Beach,NS ,2,Full,LT20ft
Amherst Shore,NB ,2,Full,LT40ft
Mira River,NS ,3,Full,LT30ft
Graves Island,NS ,2,Full,LT20ft
Salsman,NS ,3,Full,Tents
Rissers Beach,NS ,4,Full,ST
Caribou Munroes,NS ,2,Full,LT20ft
Smileys,ON ,2,Full,LT20ft
Porters Lake,AB ,1,Full,ST
Five Islands,ON ,1,Full,LT20ft
The Islands,NS ,2,Full,LT30ft
Thomas Raddall,NS ,2,Full,ST
Graves Island,NS ,4,Full,ST
Caribou Munroes,QC ,2,Full,ST
Blomidon,NS ,1,Full,ST
Graves Island,NS ,3,Full,Tents
Mira River,NS ,4,Full,LT30ft
Amherst Shore,QC ,1,Full,ST
Rissers Beach,NS ,5,Full,LT30ft
Graves Island,NS ,2,Senior,LT40ft
Blomidon,NS ,2,Senior,ST
Battery,NS ,4,Full,LT20ft
Caribou Munroes,QC ,4,Full,LT20ft
Caribou Munroes,NS ,2,Full,ST
Mira River,NS ,3,Full,LT20ft
Mira River,ON ,2,Full,ST
Five Islands,NS ,2,Full,ST
Laurie,NS ,2,Senior,LT20ft
Rissers Beach,NS ,4,Full,ST
Graves Island,AB ,1,Senior,ST
Battery,NS ,2,Full,LT20ft
Porters Lake,ON ,2,Full,LT20ft
Mira River,NS ,2,Full,ST
Porters Lake,ON ,2,Full,ST
Caribou Munroes,NS ,1,Full,ST
Blomidon,NS ,3,Full,ST
The Islands,QC ,2,Full,LT30ft
Five Islands,NS ,4,Full,ST
Mira River,NS ,5,Full,LT40ft
Graves Island,QC ,2,Full,ST
Dollar Lake,ON ,4,Full,ST
Five Islands,NB ,4,Senior,LT20ft
Mira River,NS ,4,Senior,LT30ft
Graves Island,NS ,4,Full,LT30ft
Dollar Lake,NS ,2,Full,LT20ft
Amherst Shore,NS ,2,Full,ST
The Islands,NS ,4,Full,LT30ft
Blomidon,NS ,2,Full,ST
Salsman,NS ,3,Senior,LT30ft
Thomas Raddall,NS ,2,Full,LT20ft
Graves Island,NS ,2,Full,ST
Porters Lake,NS ,4,Full,LT20ft
Five Islands,NS ,2,Full,ST
Dollar Lake,NS ,2,Full,LT30ft
Dollar Lake,NS ,2,Full,LT30ft
Rissers Beach,NS ,2,Full,LT20ft
Caribou Munroes,NS ,4,Full,ST
Graves Island,NS ,1,Full,ST
Rissers Beach,MB ,6,FULL,ST
Laurie,ON ,2,Full,ST
Rissers Beach,NS ,3,Full,LT30ft
Thomas Raddall,NS ,2,Senior,LT20ft
Blomidon,NB ,1,Full,ST
Battery,BC ,1,Full,ST
Mira River,ON ,3,Full,ST
Porters Lake,NS ,4,Full,Tents
Graves Island,NS ,1,Senior,LT20ft
Mira River,NS ,2,Full,ST
Whycocomagh,ON ,2,Senior,LT20ft
Graves Island,NS ,2,Full,LT20ft
Graves Island,NS ,2,Full,LT40ft
Ellenwood Lake,ON ,2,Full,ST
Amherst Shore,QC ,2,Full,ST
Porters Lake,ON ,2,Senior,LT30ft
Dollar Lake,NS ,3,Full,Tents
Mira River,NS ,3,Full,LT30ft
Graves Island,NS ,2,Full,ST
Dollar Lake,NS ,3,Full,ST
Graves Island,NS ,2,Senior,LT30ft
Blomidon,NS ,3,Full,ST
Amherst Shore,NS ,6,Full,Tents
Graves Island,ON ,2,Full,LT20ft
Caribou Munroes,NS ,4,Full,LT30ft
Blomidon,NS ,2,Full,ST
Dollar Lake,NS ,6,Full,LT20ft
Ellenwood Lake,NS ,4,Full,LT30ft
Graves Island,PE ,2,Full,ST
Caribou Munroes,NS ,2,Full,LT20ft
Blomidon,NS ,2,Full,ST
Amherst Shore,QC ,1,Full,ST
Caribou Munroes,NS ,2,Full,LT20ft
Rissers Beach,NS ,2,Full,LT30ft
Graves Island,QC ,2,Full,ST
Mira River,BC ,1,Senior,Tents
Mira River,BC ,2,Senior,ST
Rissers Beach,NS ,1,Full,ST
Caribou Munroes,BC ,2,Full,ST
Thomas Raddall,NS ,1,Full,ST
Laurie,NS ,4,Full,ST
Blomidon,NS ,6,Full,Tents
Ellenwood Lake,NS ,2,Veteran,ST
Rissers Beach,NS ,3,Full,ST
Caribou Munroes,NS ,1,Full,Tents
Dollar Lake,NS ,2,Full,ST
Graves Island,NS ,2,Full,ST
Porters Lake,NS ,2,Full,ST
Dollar Lake,NS ,4,Veteran,LT20ft
Graves Island,NS ,6,Full,Tents
Battery,ON ,2,Senior,ST
Thomas Raddall,NS ,2,Full,LT20ft
Ellenwood Lake,NS ,2,Full,ST
Thomas Raddall,NS ,2,Senior,LT40ft
Porters Lake,NS ,2,Veteran,LT30ft
Caribou Munroes,NS ,2,Full,LT20ft
Porters Lake,NS ,2,Full,ST
Porters Lake,ON ,4,Full,LT30ft
Porters Lake,NS ,3,Full,ST
Thomas Raddall,NS ,2,Full,ST
Caribou Munroes,ON ,2,Full,ST
Graves Island,ON ,4,Full,LT30ft
Mira River,NS ,4,Full,LT30ft
Blomidon,NS ,2,Full,ST
Caribou Munroes,QC ,2,Full,ST
Rissers Beach,NS ,4,Full,LT30ft
Mira River,NS ,3,Full,LT30ft
Amherst Shore,NB ,4,Full,Tents
Rissers Beach,NS ,2,Senior,LT30ft
Mira River,QC ,2,Full,ST
Porters Lake,NS ,4,Full,Tents
Mira River,NS ,2,Full,LT30ft
Rissers Beach,NS ,4,Full,LT30ft
Laurie,NS ,2,Full,Tents
Graves Island,BC ,1,Full,ST
Laurie,NS ,3,Full,Tents
Whycocomagh,AB ,1,Senior,ST
Amherst Shore,QC ,2,Full,ST
Laurie,ON ,5,Full,Tents
Laurie,NS ,2,Full,ST
Porters Lake,NS ,2,Full,ST
Caribou Munroes,QC ,2,Full,ST
Whycocomagh,BC ,2,Full,LT20ft
Ellenwood Lake,ON ,2,Full,LT20ft
Smileys,NS ,5,Full,ST
Caribou Munroes,NS ,2,Full,LT30ft
Graves Island,NS ,2,Full,LT30ft
Thomas Raddall,NS ,4,Full,Tents
Porters Lake,NS ,3,Full,LT40ft
Laurie,ON ,2,Full,LT20ft
Cape Chignecto,NB ,1,Full,ST
Cape Chignecto,NB ,2,Full,ST
Ellenwood Lake,NS ,1,Full,ST
Thomas Raddall,NS ,4,Full,ST
Whycocomagh,ON ,2,Full,ST
Ellenwood Lake,NS ,6,Full,LT20ft
Dollar Lake,NS ,3,Full,ST
Whycocomagh,QC ,2,Full,ST
Rissers Beach,NS ,3,Full,LT30ft
Battery,BC ,2,Senior,ST
Thomas Raddall,NS ,2,Full,LT20ft
Salsman,NS ,2,Full,ST
Rissers Beach,NS ,6,Full,LT30ft
Blomidon,NS ,2,Full,LT30ft
Dollar Lake,NS ,2,Full,ST
Mira River,QC ,2,Full,ST
Cape Chignecto,NB ,2,Full,ST
Blomidon,NS ,2,Full,ST
The Islands,NS ,2,Full,ST
Caribou Munroes,NB ,4,Senior,ST
Thomas Raddall,NS ,2,Full,LT20ft
Five Islands,NS ,2,Full,ST
Dollar Lake,NS ,3,Full,ST
Mira River,NS ,6,Full,Tents
Amherst Shore,ON ,2,Full,ST
Graves Island,NS ,1,Full,ST
Rissers Beach,ON ,2,Full,LT30ft
Ellenwood Lake,NL ,2,Full,ST
Mira River,NS ,2,Senior,LT20ft
Rissers Beach,NB ,2,Senior,LT20ft
Caribou Munroes,NS ,4,Full,LT40ft
Five Islands,NS ,2,Full,ST
Blomidon,NS ,3,Full,LT30ft
Rissers Beach,NS ,2,Full,LT20ft
Mira River,NS ,3,Full,ST
The Islands,NS ,2,Full,LT40ft
Mira River,NS ,4,Full,LT30ft
Cape Chignecto,NS ,2,Full,ST
Rissers Beach,NS ,2,Full,ST
Laurie,NS ,2,Full,LT30ft
The Islands,NS ,4,Full,LT30ft
Caribou Munroes,ON ,3,Full,ST
Five Islands,ON ,4,Full,ST
Laurie,NS ,4,Full,ST
Dollar Lake,QC ,2,Full,LT30ft
Porters Lake,NS ,2,Full,ST
The Islands,NS ,4,Full,Tents
Dollar Lake,NS ,4,Veteran,LT20ft
Graves Island,MB ,2,Full,ST
Rissers Beach,NS ,4,Full,LT30ft
Rissers Beach,NS ,3,Full,ST
Laurie,NS ,4,Full,Tents
Rissers Beach,NS ,2,FULL,LT20ft
Caribou Munroes,ON ,1,Full,ST
Five Islands,NS ,6,Full,ST
Caribou Munroes,NS ,4,Full,LT20ft
Mira River,QC ,2,Full,ST
Mira River,QC ,2,Full,ST
Dollar Lake,NB ,2,Full,ST
Smileys,NS ,2,Full,LT20ft
Mira River,NS ,4,Full,LT20ft
The Islands,NS ,3,Full,ST
Cape Chignecto,NS ,3,Full,ST
Dollar Lake,NS ,3,Full,LT20ft
The Islands,BC ,2,Senior,LT30ft
Thomas Raddall,NS ,5,Full,ST
Graves Island,BC ,2,Full,LT20ft
Graves Island,NS ,4,Full,LT20ft
Caribou Munroes,NS ,2,Full,ST
Blomidon,NS ,4,Full,LT30ft
Five Islands,NS ,2,Full,ST
Whycocomagh,NS ,2,Full,Tents
Graves Island,NS ,4,Full,LT20ft
Blomidon,NS ,2,Full,ST
Five Islands,ON ,2,Full,ST
Porters Lake,QC ,2,Full,ST
Dollar Lake,NS ,4,Full,ST
Caribou Munroes,NS ,2,Senior,LT30ft
The Islands,ON ,2,Full,ST
Blomidon,QC ,1,Full,ST
Valleyview,NS ,2,Senior,ST
Five Islands,QC ,2,Full,LT20ft
Laurie,NS ,2,Full,ST
Blomidon,NS ,2,Full,ST
Rissers Beach,NS ,4,Full,LT20ft
Five Islands,NS ,3,Full,Tents
Cape Chignecto,NB ,2,Full,ST
Amherst Shore,NS ,2,Full,LT40ft
Thomas Raddall,NS ,6,Full,Tents
Graves Island,NS ,4,Full,Tents
Thomas Raddall,NS ,5,Full,ST
Graves Island,NS ,2,Host,LT20ft
Caribou Munroes,NS ,2,Full,LT40ft
Graves Island,NS ,4,Full,LT40ft
Cape Chignecto,NS ,2,Full,ST
Ellenwood Lake,PE ,3,Senior,LT20ft
Caribou Munroes,QC ,6,Full,LT20ft
Rissers Beach,NS ,2,Senior,LT20ft
Dollar Lake,NS ,4,Full,ST
Rissers Beach,NS ,4,Full,LT30ft
Rissers Beach,NS ,4,Full,ST
Graves Island,QC ,6,Full,LT20ft
Porters Lake,ON ,6,Full,LT40ft
Thomas Raddall,NS ,4,Full,Tents
Porters Lake,NS ,2,Senior,LT20ft
Amherst Shore,ON ,2,Full,ST
Mira River,NS ,2,Host,ST
Salsman,NS ,6,Full,Tents
Battery,NS ,3,Full,ST
Dollar Lake,NS ,5,Full,Tents
The Islands,NS ,2,Veteran,ST
Thomas Raddall,NS ,4,Full,LT30ft
The Islands,QC ,3,Full,LT30ft
Blomidon,NS ,2,Full,Tents
Smileys,NS ,3,Full,LT40ft
Whycocomagh,QC ,1,Full,ST
Mira River,NS ,3,Full,ST
Rissers Beach,NS ,4,Full,LT30ft
The Islands,NS ,3,Full,LT40ft
Thomas Raddall,NS ,2,Full,ST
Smileys,NS ,2,Full,ST
Mira River,NS ,2,Senior,LT30ft
Blomidon,NS ,2,Senior,LT30ft
Five Islands,QC ,2,Full,LT20ft
Blomidon,NS ,4,Full,ST
Caribou Munroes,NB ,2,Senior,LT20ft
The Islands,ON ,2,Full,LT20ft
Mira River,ON ,2,Senior,LT20ft
Amherst Shore,ON ,5,Full,ST
Mira River,AB ,1,Full,ST
Blomidon,ON ,2,Full,LT20ft
Rissers Beach,NS ,5,Full,ST
Battery,QC ,2,Full,ST
Mira River,ON ,3,Full,LT20ft
Whycocomagh,ON ,5,Full,LT20ft
Mira River,QC ,2,Full,ST
Smileys,NS ,4,Full,Tents
Amherst Shore,ON ,2,Senior,ST
Mira River,NS ,2,FULL,LT30ft
Porters Lake,NS ,2,Full,ST
Five Islands,NS ,2,Full,LT40ft
Five Islands,QC ,6,Senior,ST
The Islands,NS ,1,Full,ST
Mira River,QC ,2,Senior,ST
Porters Lake,NS ,4,Full,LT20ft
Smileys,NS ,4,Full,LT20ft
Caribou Munroes,NS ,2,Full,ST
Porters Lake,BC ,2,Full,ST
Caribou Munroes,QC ,2,Full,ST
Rissers Beach,NS ,6,Full,LT40ft
Blomidon,ON ,2,Full,ST
Dollar Lake,NS ,2,Full,ST
Caribou Munroes,NS ,4,Full,LT20ft
Cape Chignecto,NS ,2,Veteran,ST
Thomas Raddall,NS ,2,Full,LT30ft
Dollar Lake,NS ,2,Full,ST
Ellenwood Lake,NS ,2,Full,ST
Laurie,ON ,2,Full,LT20ft
Rissers Beach,NS ,3,Full,ST
Thomas Raddall,NS ,2,Full,ST
Graves Island,NS ,2,Full,LT20ft
Cape Chignecto,NS ,1,Full,ST
Caribou Munroes,NS ,5,Full,ST
Caribou Munroes,NS ,2,Full,ST
Salsman,NS ,2,Full,LT30ft
Cape Chignecto,NS ,1,Full,ST
Graves Island,NS ,4,Full,Tents
Caribou Munroes,QC ,2,Senior,LT20ft
Whycocomagh,NS ,2,Veteran,LT30ft
Graves Island,ON ,2,Full,Tents
Amherst Shore,NS ,3,Full,LT20ft
Mira River,NS ,4,Full,ST
Porters Lake,NS ,1,Full,ST
Thomas Raddall,NS ,2,Full,ST
Rissers Beach,NS ,4,Full,LT20ft
Whycocomagh,ON ,6,Senior,Tents
Thomas Raddall,QC ,2,Full,ST
Amherst Shore,NS ,2,Senior,LT20ft
Rissers Beach,NS ,1,Full,ST
Smileys,NS ,5,Full,LT40ft
Mira River,NS ,6,Full,LT40ft
Dollar Lake,NS ,4,Full,ST
Caribou Munroes,NS ,1,Full,ST
Five Islands,NS ,2,Full,ST
Dollar Lake,NS ,5,Full,ST
Thomas Raddall,NB ,1,Full,ST
Porters Lake,NS ,2,Full,ST
Five Islands,NS ,2,Full,ST
Graves Island,NS ,2,Full,LT20ft
Smileys,NS ,2,Full,LT40ft
Graves Island,NS ,5,Senior,LT20ft
Whycocomagh,ON ,2,Full,ST
Rissers Beach,NS ,2,Senior,LT40ft
Blomidon,ON ,2,Full,ST
Amherst Shore,ON ,2,Full,ST
Battery,NS ,2,Full,ST
Rissers Beach,NS ,5,Full,ST
The Islands,NS ,2,Full,ST
Five Islands,ON ,1,Full,ST
Thomas Raddall,NS ,2,Full,LT20ft
Amherst Shore,AB ,2,Senior,LT30ft
Porters Lake,NS ,2,Full,LT20ft
Porters Lake,NS ,4,Full,LT20ft
Caribou Munroes,NS ,2,Senior,ST
Dollar Lake,NS ,6,Full,Tents
Rissers Beach,NS ,2,Full,LT20ft
Dollar Lake,NS ,5,Full,Tents
Cape Chignecto,NS ,2,Full,ST
Laurie,NS ,5,Full,Tents
Thomas Raddall,NS ,5,Full,Tents
Mira River,QC ,2,Senior,ST
The Islands,NS ,2,Full,LT30ft
Porters Lake,ON ,2,Full,ST
Amherst Shore,NB ,2,Full,ST
Thomas Raddall,NS ,1,Full,ST
Dollar Lake,NS ,3,Full,ST
Graves Island,NS ,4,Full,LT30ft
Thomas Raddall,NS ,2,Full,ST
The Islands,NS ,2,Full,ST
Smileys,NS ,2,Full,LT20ft
Battery,QC ,2,Full,ST
Rissers Beach,NS ,3,Senior,LT30ft
Thomas Raddall,BC ,2,Full,LT20ft
Caribou Munroes,NS ,2,Full,ST
Porters Lake,NB ,4,Full,ST
Five Islands,NS ,4,Full,LT30ft
Rissers Beach,ON ,2,Full,ST
Graves Island,NS ,2,Full,LT30ft
Smileys,NS ,3,Full,LT30ft
Rissers Beach,NS ,2,Full,ST
Blomidon,NS ,4,Full,ST
Caribou Munroes,NS ,5,Full,ST
Rissers Beach,NS ,4,Full,LT20ft
Laurie,ON ,2,Full,ST
Blomidon,NB ,3,Full,ST
Rissers Beach,NS ,4,Full,LT20ft
Porters Lake,NS ,4,Full,Tents
Five Islands,NS ,4,Full,ST
Dollar Lake,NS ,6,Full,Tents
Porters Lake,ON ,2,Full,ST
Five Islands,ON ,3,Veteran,ST
Graves Island,NS ,5,Full,LT30ft
Laurie,NS ,3,Full,Tents
Graves Island,NS ,5,Full,LT40ft
Laurie,NS ,4,Full,LT20ft
Mira River,NS ,3,Full,LT30ft
Caribou Munroes,NS ,4,Full,LT30ft
Caribou Munroes,AB ,2,Full,LT40ft
Battery,NB ,2,Senior,ST
Graves Island,QC ,4,Full,LT30ft
Thomas Raddall,NS ,2,Full,LT20ft
Whycocomagh,BC ,1,Full,ST
Laurie,ON ,3,Full,LT20ft
Ellenwood Lake,NS ,4,Full,ST
Caribou Munroes,NS ,2,Full,Tents
Dollar Lake,NS ,3,Full,LT20ft
Blomidon,MB ,1,Senior,ST
Ellenwood Lake,NS ,2,Full,ST
Laurie,NS ,2,Full,ST
Porters Lake,NB ,2,Full,ST
Smileys,NS ,2,Veteran,ST
Dollar Lake,NS ,2,Full,ST
Mira River,NS ,4,Full,LT30ft
Salsman,NS ,4,Full,Tents
Caribou Munroes,NS ,5,Senior,LT40ft
Mira River,NS ,4,Full,LT30ft
Caribou Munroes,ON ,2,Full,Tents
Blomidon,NS ,2,Full,ST
Five Islands,BC ,2,Full,LT30ft
Ellenwood Lake,QC ,2,Full,ST
Dollar Lake,NS ,3,Full,ST
Whycocomagh,BC ,1,Full,ST
Porters Lake,NS ,2,Veteran,ST
Caribou Munroes,NB ,2,Full,ST
Porters Lake,QC ,4,Full,ST
Graves Island,NS ,2,Full,LT40ft
Battery,NS ,3,Full,LT20ft
Graves Island,BC ,2,Senior,LT20ft
Mira River,NS ,5,Full,LT30ft
Ellenwood Lake,NS ,4,Full,LT30ft
Thomas Raddall,NS ,3,Full,Tents
Cape Chignecto,NS ,2,Full,ST
Porters Lake,NS ,2,Full,LT30ft
Amherst Shore,NB ,2,Full,ST
Graves Island,NS ,4,Full,ST
Blomidon,NS ,2,Full,LT30ft
Ellenwood Lake,NS ,2,Full,LT30ft
Blomidon,NS ,3,Full,LT30ft
Cape Chignecto,NS ,2,Full,ST
Caribou Munroes,NS ,6,Full,ST
Caribou Munroes,NS ,2,Full,ST
Smileys,NS ,5,Full,Tents
Rissers Beach,NS ,3,Full,ST
Rissers Beach,ON ,4,Full,ST
Battery,NS ,2,Full,LT20ft
Caribou Munroes,NS ,4,Full,ST
Amherst Shore,NB ,5,Full,Tents
Whycocomagh,NS ,6,Full,ST
Salsman,NS ,2,Full,ST
Blomidon,ON ,4,Full,LT20ft
Caribou Munroes,NS ,3,Full,LT30ft
Caribou Munroes,NS ,2,Full,ST
Battery,NS ,2,Full,ST
Blomidon,ON ,2,Full,ST
Caribou Munroes,NS ,3,Full,LT20ft
Five Islands,NB ,2,Full,ST
Rissers Beach,NS ,2,Full,LT30ft
Rissers Beach,NS ,2,Full,ST
Caribou Munroes,NS ,2,Full,LT30ft
Rissers Beach,NS ,2,Full,LT20ft
Blomidon,NS ,3,Full,Tents
Laurie,NS ,2,Full,ST
Mira River,NS ,4,Full,LT20ft
Laurie,NS ,2,Full,LT20ft
Blomidon,QC ,4,Full,Tents
Laurie,ON ,2,Full,LT30ft
Salsman,ON ,2,Full,ST
Dollar Lake,NS ,5,Full,LT20ft
Rissers Beach,ON ,2,Full,LT30ft
Blomidon,ON ,2,Full,ST
Mira River,QC ,2,Full,ST
Mira River,NS ,4,Full,LT30ft
Porters Lake,NS ,2,Full,LT20ft
Smileys,NS ,2,Senior,LT30ft
Smileys,NS ,3,Full,ST
Ellenwood Lake,PE ,2,Full,ST
Laurie,NS ,3,Full,ST
Graves Island,NS ,2,Full,LT30ft
Porters Lake,ON ,2,Full,ST
Five Islands,QC ,2,Full,ST
The Islands,NS ,2,Full,LT30ft
Dollar Lake,NS ,2,Full,ST
Rissers Beach,NS ,2,Full,ST
Graves Island,NS ,3,Full,LT40ft
Thomas Raddall,NS ,3,Full,LT20ft
Amherst Shore,QC ,1,Full,ST
Cape Chignecto,NS ,1,Full,ST
Porters Lake,QC ,3,Full,LT20ft
Battery,NS ,2,Full,ST
Porters Lake,NS ,3,Full,ST
Mira River,NB ,5,Full,ST
Salsman,NS ,2,Senior,LT30ft
Laurie,NS ,4,Full,ST
Porters Lake,NS ,2,Full,LT30ft
Valleyview,NS ,5,Full,ST
Laurie,NS ,2,Full,LT20ft
Graves Island,NS ,2,Senior,LT30ft
Graves Island,NS ,2,Full,LT30ft
Rissers Beach,NS ,2,Full,LT20ft
Smileys,NS ,2,Full,LT30ft
Rissers Beach,ON ,1,Full,ST
Five Islands,NS ,2,Senior,ST
Blomidon,BC ,2,Full,ST
The Islands,NS ,2,Full,LT20ft
Graves Island,ON ,1,Full,ST
Laurie,NS ,2,Full,LT30ft
Blomidon,QC ,2,Full,ST
Blomidon,NS ,2,Full,ST
Thomas Raddall,NB ,4,Full,LT20ft
Thomas Raddall,NS ,2,Full,Tents
Cape Chignecto,NS ,2,Full,ST
Ellenwood Lake,NS ,6,Full,ST
Mira River,NS ,2,Full,LT40ft
Graves Island,ON ,3,Veteran,Tents
Rissers Beach,NS ,4,Full,LT20ft
Porters Lake,NS ,2,Full,LT20ft
Battery,NB ,2,Full,ST
Ellenwood Lake,NS ,4,Full,LT30ft
