ParkName,State,partySize,RateType,Equipment
Cape Chignecto,NS ,3,Full,ST
Mira River,NS ,2,Full,ST
Porters Lake,QC ,2,Full,ST
Caribou Munroes,NB ,2,Senior,ST
Ellenwood Lake,NS ,6,Full,ST
Five Islands,NS ,2,Full,ST
Mira River,NS ,2,Full,Greater than 40ft
Caribou Munroes,QC ,2,Full,ST
Ellenwood Lake,NS ,5,Full,Tents
Rissers Beach,NS ,1,Veteran,LT20ft
Blomidon,NS ,2,Full,ST
Mira River,QC ,2,Full,ST
Cape Chignecto,NB ,4,Full,ST
Caribou Munroes,NS ,2,Full,LT30ft
Porters Lake,NS ,2,Full,ST
Dollar Lake,NS ,6,Full,ST
Cape Chignecto,NB ,1,Full,ST
Thomas Raddall,NS ,2,Full,LT30ft
Graves Island,NS ,4,Full,Tents
Dollar Lake,NS ,3,Full,ST
Rissers Beach,NS ,1,Senior,ST
Caribou Munroes,ON ,4,Full,LT20ft
Battery,NB ,2,Senior,ST
Graves Island,NS ,2,Full,LT30ft
Rissers Beach,PE ,6,Full,LT20ft
Cape Chignecto,NS ,1,Full,ST
Mira River,ON ,4,Full,ST
Thomas Raddall,NS ,4,Full,ST
Valleyview,NS ,2,Full,ST
Blomidon,NS ,5,Full,ST
Battery,NS ,2,Full,ST
Rissers Beach,AB ,4,Full,LT30ft
Five Islands,QC ,3,Full,ST
Five Islands,NB ,3,Senior,ST
Rissers Beach,NB ,3,Full,ST
Rissers Beach,NS ,4,Full,Tents
Porters Lake,ON ,2,Full,ST
Whycocomagh,ON ,2,Full,ST
Battery,QC ,2,Full,ST
Blomidon,NS ,4,Full,ST
Rissers Beach,NS ,2,Full,LT20ft
Ellenwood Lake,NS ,2,Full,ST
Five Islands,QC ,2,Full,LT30ft
Blomidon,NS ,6,Full,LT20ft
Mira River,ON ,5,Full,LT40ft
Graves Island,AB ,2,Full,ST
Rissers Beach,ON ,4,Full,LT20ft
Mira River,NS ,2,Full,LT30ft
Valleyview,NS ,1,Full,ST
The Islands,NS ,1,Full,ST
Caribou Munroes,NS ,2,Full,LT20ft
Dollar Lake,NS ,6,Full,Tents
Salsman,NS ,6,Full,LT30ft
Blomidon,QC ,2,Senior,ST
Mira River,ON ,3,Full,LT20ft
Laurie,NS ,4,Full,ST
Ellenwood Lake,NS ,2,Full,ST
Five Islands,NS ,2,Full,LT20ft
Blomidon,NS ,3,Veteran,Tents
Amherst Shore,NS ,6,Full,LT30ft
Smileys,NS ,2,Full,LT30ft
Thomas Raddall,NB ,2,Full,ST
Thomas Raddall,NS ,4,Full,LT20ft
Rissers Beach,NS ,3,Full,LT30ft
Smileys,NS ,4,Full,ST
Blomidon,NS ,1,Full,ST
Dollar Lake,NS ,2,Full,ST
Mira River,NS ,2,Host,LT30ft
Rissers Beach,NS ,5,Full,ST
Mira River,NS ,4,Senior,LT30ft
Thomas Raddall,NS ,2,Full,ST
Graves Island,NS ,2,Full,LT20ft
Graves Island,NS ,2,Full,ST
Rissers Beach,NS ,2,Senior,LT30ft
Whycocomagh,ON ,2,Senior,LT30ft
Rissers Beach,NS ,3,Full,ST
Caribou Munroes,ON ,4,Full,ST
Caribou Munroes,NS ,4,Full,LT40ft
Porters Lake,NS ,2,Full,LT30ft
Porters Lake,NS ,3,Full,ST
Amherst Shore,NB ,4,Full,ST
Graves Island,NS ,2,Full,LT30ft
Ellenwood Lake,NS ,4,Full,LT30ft
Dollar Lake,NS ,2,Full,ST
Caribou Munroes,NS ,9,Full,Tents
Battery,NS ,3,Full,ST
Porters Lake,NS ,2,Full,LT30ft
Rissers Beach,NS ,3,Full,LT20ft
The Islands,NS ,2,Full,ST
Whycocomagh,NS ,3,Full,ST
Boylston,NS ,2,Full,LT20ft
Five Islands,NS ,4,Full,LT20ft
Valleyview,NS ,2,Full,LT20ft
Dollar Lake,NS ,4,Full,LT40ft
Laurie,NB ,2,Full,ST
Mira River,QC ,2,Senior,ST
Mira River,NS ,4,Full,Tents
Amherst Shore,NS ,3,Full,LT40ft
Laurie,NS ,4,Full,ST
Thomas Raddall,ON ,5,Full,ST
Mira River,QC ,2,Full,ST
Rissers Beach,NS ,2,Full,LT20ft
Smileys,NS ,2,Full,ST
Rissers Beach,NS ,4,Full,LT20ft
Caribou Munroes,NS ,2,Full,LT30ft
Mira River,NS ,5,Full,Tents
Mira River,NS ,2,Senior,ST
Mira River,NS ,4,Full,LT30ft
Amherst Shore,NS ,4,Full,ST
Valleyview,NS ,2,Full,ST
Smileys,NS ,6,Full,Tents
Dollar Lake,NS ,7,Full,ST
Smileys,NS ,6,Senior,Tents
Mira River,NS ,3,Full,LT20ft
Graves Island,NS ,2,Full,LT30ft
Whycocomagh,QC ,2,Full,LT20ft
Rissers Beach,NS ,4,Full,LT30ft
Graves Island,NS ,2,Full,ST
Graves Island,NS ,2,Full,LT30ft
Caribou Munroes,NS ,2,Full,ST
Mira River,NS ,2,Senior,ST
Porters Lake,NS ,2,Full,ST
Laurie,NS ,2,Senior,Tents
Rissers Beach,NS ,6,Full,Tents
Blomidon,NS ,5,Full,ST
Mira River,AB ,5,Full,LT40ft
Graves Island,NS ,2,Full,LT40ft
Blomidon,NS ,2,Full,LT20ft
Cape Chignecto,NB ,2,Full,ST
Cape Chignecto,NS ,2,Full,ST
Laurie,ON ,5,Full,LT20ft
Battery,NS ,5,Veteran,ST
Dollar Lake,NS ,5,Full,ST
Whycocomagh,NS ,2,Full,LT20ft
Battery,ON ,2,Full,LT30ft
Caribou Munroes,QC ,3,Full,LT30ft
Porters Lake,ON ,2,Full,LT20ft
Dollar Lake,NS ,3,Full,ST
Laurie,SK ,2,Full,ST
Amherst Shore,NS ,5,Full,ST
Mira River,QC ,2,Full,LT20ft
Mira River,NS ,1,Veteran,ST
Dollar Lake,NS ,4,Full,ST
Valleyview,NS ,1,Full,ST
Caribou Munroes,NS ,2,Full,LT30ft
Dollar Lake,NS ,4,Full,ST
Porters Lake,NS ,2,Full,LT30ft
Porters Lake,QC ,1,Full,ST
Mira River,NS ,2,Full,LT30ft
Thomas Raddall,NS ,2,Full,ST
Mira River,QC ,2,Senior,LT20ft
Valleyview,ON ,2,Veteran,ST
Battery,NS ,2,Full,ST
Caribou Munroes,NB ,2,Full,Tents
Thomas Raddall,NS ,6,Full,ST
Blomidon,NS ,2,Veteran,ST
Five Islands,NS ,4,Full,ST
Thomas Raddall,NS ,6,Full,Tents
Five Islands,NS ,2,Full,ST
Cape Chignecto,ON ,2,Full,ST
Laurie,ON ,1,Full,ST
Rissers Beach,NS ,2,Full,ST
Caribou Munroes,ON ,4,Full,LT20ft
Graves Island,NS ,4,Full,LT40ft
Boylston,NS ,2,Full,ST
Thomas Raddall,NS ,2,Full,LT30ft
The Islands,AB ,1,Full,ST
Porters Lake,NS ,6,Full,LT30ft
Five Islands,BC ,2,Full,LT30ft
Rissers Beach,BC ,5,Full,ST
Graves Island,QC ,1,Full,ST
Graves Island,NS ,2,Full,ST
Five Islands,NB ,6,Full,ST
Caribou Munroes,NS ,2,Senior,LT20ft
Mira River,NS ,6,Full,LT20ft
Porters Lake,NS ,5,Full,ST
Whycocomagh,ON ,2,Senior,LT20ft
Rissers Beach,NS ,4,Full,ST
Amherst Shore,NS ,3,Full,LT20ft
Thomas Raddall,NS ,5,Full,ST
Cape Chignecto,NS ,1,Full,ST
Blomidon,NS ,4,Full,Tents
Ellenwood Lake,NS ,4,Full,LT30ft
Ellenwood Lake,NS ,7,Full,ST
Mira River,BC ,2,Full,LT20ft
Caribou Munroes,NS ,3,Full,LT20ft
Five Islands,ON ,6,Full,LT30ft
Graves Island,NS ,3,Senior,LT20ft
Caribou Munroes,NS ,2,Full,ST
Caribou Munroes,NS ,2,Senior,ST
Smileys,NS ,2,Full,LT30ft
Rissers Beach,AB ,4,Full,ST
Caribou Munroes,SK ,6,Full,LT20ft
Graves Island,QC ,4,Full,LT30ft
Mira River,QC ,4,Full,ST
Smileys,NS ,3,Full,ST
Laurie,NS ,2,Full,LT30ft
Amherst Shore,NS ,2,Full,ST
Thomas Raddall,NS ,2,Full,LT20ft
Ellenwood Lake,NS ,2,Full,ST
Porters Lake,NS ,2,Full,LT20ft
Rissers Beach,NS ,4,Full,LT20ft
Five Islands,NS ,2,Full,LT30ft
Salsman,QC ,2,Full,ST
Rissers Beach,NS ,3,Full,LT20ft
Blomidon,NS ,2,Veteran,ST
Mira River,NS ,1,Full,ST
Laurie,NS ,3,Full,LT20ft
Laurie,ON ,1,Full,ST
Mira River,NS ,2,Full,ST
Porters Lake,NS ,3,Full,LT20ft
Laurie,NL ,2,Full,LT40ft
Blomidon,QC ,2,Full,ST
Blomidon,NS ,4,Full,Tents
Whycocomagh,NS ,3,Full,ST
Thomas Raddall,NS ,4,Full,ST
Smileys,NS ,2,Full,LT20ft
Thomas Raddall,NS ,2,Full,LT40ft
Porters Lake,NS ,5,Full,Tents
Amherst Shore,AB ,2,Full,ST
Thomas Raddall,NS ,4,Full,Tents
Porters Lake,NS ,4,Full,Tents
Thomas Raddall,NS ,2,Full,ST
Caribou Munroes,NS ,6,Senior,LT30ft
Porters Lake,NB ,2,Full,ST
Laurie,NB ,3,Full,ST
Amherst Shore,NS ,3,Full,ST
Battery,QC ,2,Full,ST
Ellenwood Lake,NS ,1,Full,ST
Five Islands,ON ,4,Full,Tents
Dollar Lake,NS ,2,Full,ST
Whycocomagh,ON ,2,Senior,LT30ft
Thomas Raddall,NS ,1,Full,LT20ft
Mira River,NS ,3,Full,LT30ft
Mira River,QC ,4,Senior,ST
Mira River,NS ,5,Full,ST
Graves Island,NS ,4,Full,LT30ft
Mira River,NS ,2,Full,LT30ft
Rissers Beach,NS ,3,Full,ST
Thomas Raddall,NS ,2,Full,ST
Rissers Beach,NS ,5,Senior,Tents
Mira River,NS ,5,Full,LT40ft
Thomas Raddall,NS ,4,Full,LT20ft
Dollar Lake,NS ,2,Veteran,ST
Laurie,NS ,4,Full,LT20ft
Blomidon,NS ,3,Full,LT20ft
Blomidon,NS ,4,Full,Tents
Thomas Raddall,NS ,1,Full,ST
Smileys,NS ,5,Full,LT30ft
Mira River,NS ,2,Full,ST
Ellenwood Lake,NS ,2,Full,LT20ft
Caribou Munroes,NS ,2,Full,ST
Blomidon,NS ,4,Full,Tents
Rissers Beach,NS ,5,Full,ST
Laurie,NS ,6,Full,ST
Mira River,NS ,4,Full,Tents
Rissers Beach,NS ,2,Full,LT30ft
Thomas Raddall,NS ,3,Full,Tents
Graves Island,NS ,3,Full,ST
Rissers Beach,AB ,2,Full,ST
Mira River,NS ,6,Full,Tents
Porters Lake,NS ,3,Veteran,LT40ft
Graves Island,NS ,2,Full,LT30ft
Ellenwood Lake,NS ,3,Full,ST
Mira River,NS ,5,Full,LT30ft
Five Islands,NB ,4,Full,Tents
Thomas Raddall,NS ,2,Full,ST
Porters Lake,ON ,2,Full,LT30ft
Whycocomagh,QC ,3,Full,LT20ft
Caribou Munroes,NS ,2,Full,LT20ft
Porters Lake,NS ,6,Full,Tents
Thomas Raddall,NS ,2,Full,ST
Salsman,NS ,2,Senior,LT30ft
Five Islands,NS ,2,Full,LT20ft
Laurie,NS ,2,Full,LT20ft
Battery,ON ,2,Senior,LT40ft
Blomidon,NS ,2,Full,ST
Whycocomagh,QC ,6,Full,LT30ft
Rissers Beach,NS ,3,Veteran,ST
Graves Island,QC ,4,Full,ST
Smileys,NS ,2,Full,ST
Battery,ON ,1,Full,ST
Blomidon,NS ,2,Full,ST
Dollar Lake,NS ,2,Full,LT30ft
Thomas Raddall,NS ,2,Full,ST
Graves Island,NS ,1,Full,ST
Ellenwood Lake,NS ,8,Full,ST
Porters Lake,NS ,2,Senior,LT20ft
Rissers Beach,NS ,2,Full,LT20ft
Rissers Beach,NS ,2,Veteran,LT20ft
Valleyview,NS ,1,Senior,ST
Dollar Lake,NS ,2,Full,ST
Whycocomagh,QC ,1,Senior,ST
Caribou Munroes,NS ,6,Full,Tents
Rissers Beach,NS ,4,Full,LT30ft
Mira River,QC ,2,Full,LT20ft
Boylston,AB ,2,Full,ST
Amherst Shore,QC ,2,Senior,LT30ft
Amherst Shore,NB ,2,Full,ST
Cape Chignecto,NS ,2,Full,ST
Laurie,NS ,2,Full,LT30ft
Blomidon,QC ,2,Full,LT20ft
Dollar Lake,NS ,3,Full,ST
Dollar Lake,NS ,5,Full,ST
Mira River,NS ,4,Full,LT20ft
Dollar Lake,NS ,3,Full,ST
Smileys,NS ,4,Full,ST
Five Islands,NB ,2,Full,ST
Cape Chignecto,NS ,2,Full,ST
Caribou Munroes,NS ,4,Full,ST
Thomas Raddall,QC ,2,Full,ST
The Islands,NS ,4,Full,LT30ft
Whycocomagh,ON ,2,Full,ST
Rissers Beach,NS ,4,Full,LT30ft
Rissers Beach,NS ,2,Full,LT30ft
Battery,NS ,2,Full,ST
Caribou Munroes,AB ,5,Full,LT40ft
Caribou Munroes,QC ,2,Full,ST
Salsman,QC ,4,Full,ST
Rissers Beach,NS ,4,Full,LT20ft
The Islands,NS ,2,Full,LT20ft
Amherst Shore,ON ,2,Senior,ST
Whycocomagh,BC ,2,Full,LT20ft
Porters Lake,NS ,6,Full,Tents
Laurie,NS ,4,Veteran,Tents
Rissers Beach,NS ,3,Full,ST
Rissers Beach,NS ,4,Full,LT30ft
Valleyview,NB ,2,Full,ST
Dollar Lake,NS ,3,Full,ST
Caribou Munroes,QC ,2,Full,ST
Blomidon,QC ,5,Full,Tents
Rissers Beach,NS ,1,Full,LT20ft
Mira River,NS ,3,Full,LT30ft
Five Islands,ON ,3,Full,ST
Mira River,NS ,3,Full,ST
Mira River,NS ,4,Full,LT40ft
Rissers Beach,NS ,1,Full,LT30ft
Caribou Munroes,NS ,2,Full,LT20ft
Mira River,NS ,6,Full,Tents
Dollar Lake,NS ,3,Senior,ST
Mira River,NS ,1,Full,LT40ft
Porters Lake,NS ,4,Full,Tents
Rissers Beach,NS ,2,Full,Tents
Dollar Lake,NS ,2,Full,LT20ft
Battery,NS ,5,Full,LT20ft
Laurie,NS ,2,Full,ST
Mira River,BC ,1,Full,LT20ft
Dollar Lake,NS ,2,Full,ST
Dollar Lake,NS ,2,Full,ST
Dollar Lake,NS ,3,Full,ST
Thomas Raddall,NS ,2,Full,LT20ft
Dollar Lake,NS ,4,Full,Tents
Laurie,NS ,2,Full,ST
Caribou Munroes,QC ,2,Full,ST
Rissers Beach,NS ,4,Senior,ST
Graves Island,ON ,2,Full,Tents
Dollar Lake,NB ,2,Full,ST
Valleyview,QC ,1,Full,ST
Rissers Beach,NB ,2,Full,ST
Blomidon,NS ,2,Full,ST
Amherst Shore,NS ,2,Full,LT30ft
The Islands,NS ,1,Full,ST
Thomas Raddall,BC ,2,Full,ST
Rissers Beach,NS ,2,Full,ST
Porters Lake,NS ,3,Full,LT20ft
Laurie,QC ,3,Full,Tents
Amherst Shore,ON ,2,Senior,LT30ft
Whycocomagh,ON ,4,Senior,LT30ft
Blomidon,ON ,2,Full,ST
Five Islands,ON ,2,Full,ST
Laurie,QC ,2,Full,ST
Mira River,ON ,5,Full,ST
Valleyview,NS ,2,Full,ST
Smileys,NS ,2,Full,LT30ft
Caribou Munroes,NS ,3,Senior,LT30ft
Porters Lake,NS ,4,Full,ST
Dollar Lake,NS ,2,Full,ST
Laurie,QC ,4,Full,ST
Rissers Beach,NS ,2,Full,LT20ft
Whycocomagh,NS ,3,Full,Tents
Whycocomagh,NS ,2,Senior,LT20ft
Laurie,NS ,2,Full,ST
Smileys,NS ,2,Full,LT20ft
Blomidon,NB ,2,Full,ST
Battery,NS ,4,Full,LT20ft
Amherst Shore,QC ,2,Senior,ST
Dollar Lake,NS ,2,Full,Tents
Smileys,QC ,2,Full,LT20ft
Graves Island,NS ,2,Full,LT20ft
Ellenwood Lake,NS ,8,Full,LT30ft
Mira River,NS ,2,Senior,LT30ft
Laurie,NS ,3,Full,ST
Rissers Beach,NS ,6,Full,Tents
Blomidon,QC ,2,Full,ST
Five Islands,QC ,2,Full,ST
Caribou Munroes,NS ,4,Full,LT30ft
Graves Island,NS ,3,Full,LT30ft
Five Islands,NS ,2,Senior,LT20ft
Five Islands,NS ,3,Full,ST
Smileys,NS ,2,Full,ST
Dollar Lake,NS ,2,Full,ST
Smileys,PE ,2,Full,ST
Five Islands,NB ,4,Full,Tents
Caribou Munroes,QC ,2,Full,LT20ft
Rissers Beach,NS ,5,Full,LT30ft
Blomidon,NS ,2,Full,ST
Mira River,NS ,4,Full,ST
Battery,NS ,2,Senior,ST
Amherst Shore,ON ,2,Full,ST
Graves Island,NS ,2,Full,Tents
Salsman,NS ,2,Senior,LT20ft
Dollar Lake,NS ,2,Senior,LT30ft
Five Islands,BC ,2,Full,ST
Caribou Munroes,NS ,1,Senior,ST
Five Islands,NS ,2,Full,ST
Porters Lake,NS ,3,Full,ST
Porters Lake,QC ,3,Full,ST
Mira River,NS ,3,Full,LT30ft
Five Islands,NS ,4,Full,ST
Mira River,NS ,2,Full,LT40ft
Dollar Lake,NS ,5,Full,ST
Laurie,NS ,2,Full,ST
Thomas Raddall,NS ,6,Full,LT30ft
Mira River,NS ,2,Full,ST
Graves Island,NS ,2,Full,LT30ft
Amherst Shore,NB ,2,Full,ST
Five Islands,NS ,3,Full,ST
Graves Island,QC ,2,Full,LT40ft
The Islands,NS ,2,Full,ST
Rissers Beach,NS ,1,Full,LT20ft
Graves Island,NS ,4,Full,LT30ft
Smileys,NS ,2,Full,ST
Blomidon,NS ,2,Full,ST
Blomidon,PE ,2,Full,ST
Dollar Lake,NS ,3,Full,Tents
Caribou Munroes,QC ,2,Full,ST
Blomidon,NS ,4,Full,ST
Caribou Munroes,ON ,2,Full,ST
Five Islands,NS ,3,Full,ST
Amherst Shore,NB ,4,Full,LT20ft
Ellenwood Lake,NS ,5,Full,ST
Porters Lake,NS ,6,Full,Tents
Valleyview,QC ,2,Full,Tents
Porters Lake,NS ,2,Full,ST
Whycocomagh,NS ,2,Full,LT30ft
Ellenwood Lake,NS ,3,Full,ST
Graves Island,AB ,1,Full,ST
Amherst Shore,QC ,5,Full,ST
Caribou Munroes,SK ,2,Senior,LT20ft
Blomidon,QC ,4,Full,ST
Five Islands,QC ,2,Full,ST
Rissers Beach,NS ,2,Full,LT40ft
Smileys,NS ,4,Full,LT30ft
Graves Island,NS ,2,Senior,LT40ft
Dollar Lake,NS ,4,Full,ST
Mira River,ON ,2,Full,ST
Caribou Munroes,NS ,2,Full,LT20ft
Thomas Raddall,NS ,2,Senior,ST
Caribou Munroes,NS ,4,Full,LT30ft
Cape Chignecto,NS ,2,Full,ST
Ellenwood Lake,NS ,4,Full,ST
Whycocomagh,PE ,2,Senior,ST
Smileys,NS ,1,Full,ST
Mira River,QC ,2,Full,ST
Battery,NS ,2,Full,ST
Rissers Beach,NS ,2,Senior,LT30ft
Rissers Beach,NS ,6,Full,LT30ft
Graves Island,MB ,2,Full,ST
Battery,AB ,4,Full,Greater than 40ft
Rissers Beach,NS ,2,Full,ST
Five Islands,QC ,2,Senior,LT20ft
Battery,NB ,1,Full,ST
Dollar Lake,NS ,3,Full,ST
Laurie,QC ,2,Full,LT20ft
Whycocomagh,NB ,2,Full,LT30ft
Whycocomagh,ON ,6,Full,Tents
Amherst Shore,ON ,2,Full,LT20ft
Thomas Raddall,NS ,2,Full,ST
Battery,ON ,2,Full,ST
Caribou Munroes,NS ,1,Full,LT20ft
Boylston,BC ,4,Full,ST
Caribou Munroes,NS ,7,Full,ST
Smileys,NS ,2,Full,ST
Blomidon,ON ,2,Full,ST
Porters Lake,NS ,2,Full,LT30ft
Porters Lake,NS ,2,Full,ST
Caribou Munroes,ON ,2,Full,LT30ft
Mira River,BC ,2,Senior,ST
Rissers Beach,NS ,3,Full,ST
Smileys,NS ,4,Full,ST
Cape Chignecto,NS ,3,Full,ST
Whycocomagh,NS ,2,Full,ST
Caribou Munroes,NS ,3,Full,ST
Rissers Beach,QC ,1,Full,ST
Five Islands,NS ,2,Full,ST
Rissers Beach,NS ,4,Full,LT20ft
Mira River,ON ,2,Full,LT20ft
Whycocomagh,QC ,6,Full,ST
Blomidon,NS ,1,Full,ST
Blomidon,QC ,4,Full,ST
Graves Island,NS ,1,Full,LT20ft
Amherst Shore,ON ,2,Full,ST
Rissers Beach,NS ,4,Full,LT20ft
Graves Island,NS ,2,Full,LT40ft
Thomas Raddall,NS ,4,Full,LT40ft
Dollar Lake,NS ,2,Full,LT20ft
Blomidon,NS ,2,Senior,LT20ft
Mira River,NS ,6,Full,LT20ft
Caribou Munroes,NS ,2,Senior,LT20ft
Smileys,NS ,2,Full,LT20ft
Amherst Shore,QC ,2,Senior,LT20ft
Mira River,QC ,3,Full,LT20ft
Blomidon,BC ,1,Full,ST
Smileys,NS ,4,Full,LT30ft
Mira River,NS ,2,Full,ST
Caribou Munroes,NS ,2,Full,ST
Rissers Beach,NS ,2,Full,LT30ft
Battery,NS ,2,Full,ST
Thomas Raddall,NS ,2,Full,ST
Mira River,NS ,2,Full,ST
Mira River,NS ,2,Full,LT40ft
Thomas Raddall,QC ,2,Full,ST
Blomidon,NS ,4,Full,Tents
Smileys,NS ,4,Full,Tents
Smileys,NS ,3,Full,LT30ft
Cape Chignecto,NS ,2,Full,ST
Graves Island,PE ,1,Senior,ST
Caribou Munroes,NS ,4,Full,LT30ft
Laurie,NS ,4,Full,LT30ft
Valleyview,NS ,2,Full,ST
Whycocomagh,NS ,2,Senior,Tents
Mira River,NS ,4,Full,LT20ft
Caribou Munroes,NS ,5,Senior,Tents
Graves Island,NS ,3,Full,LT30ft
Ellenwood Lake,ON ,2,Senior,LT20ft
Cape Chignecto,NS ,2,Full,ST
Cape Chignecto,NS ,5,Full,Cabin
Amherst Shore,NS ,2,Senior,LT20ft
Whycocomagh,ON ,2,Senior,ST
Caribou Munroes,NS ,2,Full,LT30ft
Laurie,NS ,4,Full,LT20ft
Thomas Raddall,NS ,2,Full,LT20ft
Rissers Beach,NS ,4,Full,LT30ft
Porters Lake,QC ,1,Full,ST
Mira River,NB ,1,Full,ST
Laurie,BC ,4,Senior,LT20ft
Caribou Munroes,NS ,1,Full,ST
Caribou Munroes,NS ,2,Full,LT20ft
Laurie,NS ,2,Full,ST
Graves Island,NS ,4,Full,LT30ft
Graves Island,ON ,1,Full,ST
Thomas Raddall,NS ,1,Full,ST
Whycocomagh,NS ,2,Senior,ST
Laurie,QC ,4,Full,ST
Mira River,NS ,4,Full,LT40ft
Blomidon,NS ,4,Full,LT20ft
Blomidon,NS ,2,Full,ST
Dollar Lake,NS ,3,Full,ST
Cape Chignecto,NB ,1,Full,ST
Whycocomagh,QC ,3,Full,ST
Porters Lake,NS ,2,Full,ST
Caribou Munroes,NS ,5,Full,ST
Caribou Munroes,ON ,1,Full,ST
Dollar Lake,NS ,2,Senior,LT20ft
Laurie,NS ,2,Full,ST
Amherst Shore,NS ,4,Full,LT30ft
Thomas Raddall,BC ,5,Full,Tents
Caribou Munroes,NS ,3,Full,LT30ft
Graves Island,NS ,3,Full,LT20ft
Graves Island,NS ,2,Full,ST
Battery,NS ,3,Full,ST
Graves Island,NS ,1,Full,LT30ft
Mira River,NS ,3,Full,ST
Amherst Shore,NS ,4,Full,ST
Smileys,NS ,2,Senior,LT20ft
Rissers Beach,NS ,2,Full,ST
Porters Lake,QC ,4,Full,ST
Blomidon,BC ,2,Senior,ST
Rissers Beach,NS ,5,Full,LT20ft
Porters Lake,ON ,2,Full,ST
Laurie,ON ,4,Full,ST
Mira River,NS ,6,Full,LT40ft
Rissers Beach,NS ,2,Full,ST
Whycocomagh,PE ,3,Full,LT20ft
Caribou Munroes,NS ,6,Full,LT20ft
Ellenwood Lake,NS ,2,Full,LT20ft
Whycocomagh,NS ,2,Senior,LT30ft
Thomas Raddall,NS ,6,Full,ST
Battery,NS ,2,Full,ST
Dollar Lake,NS ,6,Full,Tents
Rissers Beach,NS ,4,Full,LT20ft
Graves Island,QC ,3,Veteran,ST
Mira River,NS ,3,Full,LT20ft
Graves Island,NS ,2,Full,LT20ft
Porters Lake,NS ,4,Full,LT20ft
Thomas Raddall,QC ,2,Full,ST
Graves Island,NS ,2,Senior,LT30ft
Blomidon,NS ,4,Full,ST
Blomidon,ON ,4,Full,Tents
Five Islands,NS ,2,Full,Tents
Graves Island,NS ,2,Full,LT40ft
Caribou Munroes,QC ,2,Full,ST
Battery,ON ,1,Full,ST
Caribou Munroes,QC ,1,Full,LT20ft
Porters Lake,NS ,3,Full,ST
Thomas Raddall,ON ,3,Full,LT20ft
Graves Island,ON ,2,Full,ST
Graves Island,NS ,1,Full,ST
Rissers Beach,NS ,4,Senior,ST
Porters Lake,BC ,2,Senior,LT30ft
Dollar Lake,NS ,5,Full,LT30ft
Battery,NS ,2,Senior,LT20ft
Porters Lake,ON ,2,Senior,LT20ft
Thomas Raddall,NS ,1,Full,ST
Battery,ON ,2,Full,ST
Rissers Beach,NS ,2,Full,LT30ft
Thomas Raddall,NS ,5,Full,Tents
Porters Lake,NS ,3,Full,ST
Caribou Munroes,NS ,5,Full,LT20ft
Porters Lake,ON ,2,Full,ST
Five Islands,NS ,2,Senior,LT20ft
Caribou Munroes,NS ,3,Full,ST
Laurie,NS ,3,Full,ST
Caribou Munroes,NS ,2,Full,ST
Graves Island,NS ,1,Full,LT20ft
Thomas Raddall,NS ,3,Full,ST
Five Islands,NS ,4,Full,LT40ft
Dollar Lake,NS ,3,Full,ST
Whycocomagh,NS ,2,Full,ST
Cape Chignecto,NS ,2,Full,ST
Five Islands,NS ,3,Full,ST
Thomas Raddall,NS ,5,Full,LT40ft
Blomidon,NS ,2,Full,ST
Mira River,NS ,2,Full,LT30ft
Thomas Raddall,NS ,2,Full,LT20ft
Cape Chignecto,NS ,2,Full,ST
Rissers Beach,NS ,4,Full,ST
Blomidon,QC ,4,Full,LT30ft
Five Islands,NS ,3,Full,ST
The Islands,NS ,3,Full,ST
Salsman,NS ,2,Full,LT40ft
Mira River,QC ,4,Full,LT30ft
Whycocomagh,NS ,2,Senior,LT40ft
Five Islands,QC ,2,Full,ST
Graves Island,BC ,1,Senior,ST
Laurie,NS ,2,Full,ST
Dollar Lake,ON ,5,Full,Tents
Caribou Munroes,NS ,2,Veteran,LT20ft
Laurie,NS ,2,Full,ST
Graves Island,ON ,2,Full,ST
Mira River,ON ,4,Full,ST
Caribou Munroes,NS ,2,Senior,LT20ft
Ellenwood Lake,NS ,3,Full,ST
Caribou Munroes,NS ,1,Full,ST
Whycocomagh,QC ,2,Senior,ST
Rissers Beach,NS ,4,Full,LT30ft
Graves Island,NS ,1,Full,ST
Mira River,BC ,2,Senior,ST
Thomas Raddall,NS ,5,Full,ST
Rissers Beach,NS ,5,Full,LT30ft
Thomas Raddall,NS ,2,Full,LT30ft
Thomas Raddall,NS ,2,Full,ST
Caribou Munroes,QC ,2,Full,ST
The Islands,NS ,2,Full,ST
Smileys,ON ,4,Full,Tents
Amherst Shore,NS ,1,Senior,LT30ft
Amherst Shore,ON ,3,Full,ST
Blomidon,NS ,2,Full,ST
Caribou Munroes,NS ,2,Full,LT20ft
Porters Lake,NS ,3,Full,ST
Thomas Raddall,NS ,5,Full,Tents
Dollar Lake,NS ,6,Full,ST
Valleyview,NS ,4,Full,ST
Mira River,NS ,6,Full,LT20ft
Caribou Munroes,NS ,2,Full,LT40ft
Caribou Munroes,NS ,2,Full,ST
Rissers Beach,NS ,2,Full,LT30ft
Dollar Lake,NS ,4,Full,LT20ft
Laurie,ON ,2,Senior,LT40ft
Blomidon,QC ,1,Full,ST
Rissers Beach,NS ,5,Full,LT20ft
Caribou Munroes,QC ,2,Full,ST
Caribou Munroes,NS ,2,Full,LT40ft
Valleyview,NS ,1,Full,ST
The Islands,NS ,2,Full,ST
Valleyview,NS ,4,Full,LT40ft
